"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.03,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.04,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.04,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.03,,
"PRT","Portugal","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.03,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.82,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",1.89,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",1.72,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",1.59,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",1.61,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",2.12,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",2.11,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",1.95,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",2.19,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",2.23,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",2.13,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",1.91,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",1.67,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",1.43,,
"PRT","Portugal","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",1.3,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.65,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.65,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.57,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.5,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.54,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.75,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.67,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.58,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.5,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.5,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.57,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.55,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.47,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.4,,
"PRT","Portugal","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.34,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.51,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.49,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.43,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.36,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.39,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.61,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.54,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.45,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.39,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.46,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.53,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.48,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.41,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.36,,
"PRT","Portugal","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.3,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.16,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.16,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.14,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.1,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.16,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.31,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.28,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.21,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.16,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.13,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.13,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.1,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.07,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.07,,
"PRT","Portugal","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.07,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.04,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.04,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.06,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.06,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.05,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.06,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.1,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.15,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.12,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.08,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.06,,
"PRT","Portugal","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.05,,
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"PRT","Portugal","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.08,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.08,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.06,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.03,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.04,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.04,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.04,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.05,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.07,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.06,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.05,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.03,,
"PRT","Portugal","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.03,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"SVK","Slovak Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.06,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.05,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.05,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.03,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"SVK","Slovak Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.56,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.59,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.64,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.57,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.68,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.91,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.91,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.77,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.67,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.62,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.55,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.53,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.6,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.56,,
"SVK","Slovak Republic","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.55,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.23,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.33,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.31,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.22,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.25,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.25,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.32,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.29,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.25,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.22,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.2,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.19,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.26,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.23,,
"SVK","Slovak Republic","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.24,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.07,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.16,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.14,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.11,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.15,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.15,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.22,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.22,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.18,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.17,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.17,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.16,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.21,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.19,,
"SVK","Slovak Republic","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.2,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"SVK","Slovak Republic","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.03,,
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"SVK","Slovak Republic","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
