"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"GBR-NIR","Northern Ireland","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.6,,
"GBR-NIR","Northern Ireland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",13,,
"GBR-NIR","Northern Ireland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"GBR-NIR","Northern Ireland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.1,,
"GBR-NIR","Northern Ireland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"GBR-NIR","Northern Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",61,,
"GBR-NIR","Northern Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",20,,
"GBR-NIR","Northern Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.4,,
"GBR-NIR","Northern Ireland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"AVG_UNITARY","Unweighted average (Unitary countries)","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",25,,
"AVG_UNITARY","Unweighted average (Unitary countries)","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",75,,
"AVG_UNITARY","Unweighted average (Unitary countries)","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",31,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",69,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",16,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",12,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",55,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",20,,
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AVG_UNITARY","Unweighted average (Unitary countries)","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"AUS","Australia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",19,,
"AUS","Australia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",81,,
"AUS","Australia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"AUS","Australia","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"AUS","Australia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",37,,
"AUS","Australia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",72,,
"AUS","Australia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.1,,
"AUS","Australia","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"AUS","Australia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",12,,
"AUS","Australia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"AUS","Australia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.8,,
"AUS","Australia","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"AUS","Australia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",52,,
"AUS","Australia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",18,,
"AUS","Australia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.9,,
"AUS","Australia","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"AUT","Austria","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",15,,
"AUT","Austria","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",85,,
"AUT","Austria","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"AUT","Austria","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"AUT","Austria","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",55,,
"AUT","Austria","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",86,,
"AUT","Austria","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.3,,
"AUT","Austria","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"AUT","Austria","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",15,,
"AUT","Austria","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",8,,
"AUT","Austria","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2,,
"AUT","Austria","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"AUT","Austria","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",30,,
"AUT","Austria","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",6,,
"AUT","Austria","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.1,,
"AUT","Austria","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"CAN","Canada","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",24,,
"CAN","Canada","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",76,,
"CAN","Canada","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"CAN","Canada","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"CAN","Canada","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",29,,
"CAN","Canada","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",57,,
"CAN","Canada","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.7,,
"CAN","Canada","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"CAN","Canada","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",24,,
"CAN","Canada","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",24,,
"CAN","Canada","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.8,,
"CAN","Canada","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"CAN","Canada","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",47,,
"CAN","Canada","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",19,,
"CAN","Canada","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.6,,
"CAN","Canada","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",10,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",90,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"CZE","Czech Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",60,,
"CZE","Czech Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",87,,
"CZE","Czech Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",6.3,,
"CZE","Czech Republic","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"CZE","Czech Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"CZE","Czech Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",1,,
"CZE","Czech Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"CZE","Czech Republic","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.4,,
"CZE","Czech Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",40,,
"CZE","Czech Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",12,,
"CZE","Czech Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",6.3,,
"CZE","Czech Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.8,,
"DNK","Denmark","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",19,,
"DNK","Denmark","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",81,,
"DNK","Denmark","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"DNK","Denmark","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1,,
"DNK","Denmark","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",37,,
"DNK","Denmark","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",73,,
"DNK","Denmark","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.7,,
"DNK","Denmark","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"DNK","Denmark","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",34,,
"DNK","Denmark","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",18,,
"DNK","Denmark","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.5,,
"DNK","Denmark","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"DNK","Denmark","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",29,,
"DNK","Denmark","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",9,,
"DNK","Denmark","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.2,,
"DNK","Denmark","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.6,,
"FIN","Finland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",9,,
"FIN","Finland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",91,,
"FIN","Finland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"FIN","Finland","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.7,,
"FIN","Finland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",33,,
"FIN","Finland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",61,,
"FIN","Finland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.5,,
"FIN","Finland","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"FIN","Finland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",16,,
"FIN","Finland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",23,,
"FIN","Finland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3,,
"FIN","Finland","L5T7_B","Tertiary-type B","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"FIN","Finland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",51,,
"FIN","Finland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",16,,
"FIN","Finland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",4.1,,
"FIN","Finland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.9,,
"FRA","France","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",10,,
"FRA","France","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",90,,
"FRA","France","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.5,,
"FRA","France","T","All levels of education","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.5,,
"FRA","France","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",37,,
"FRA","France","L0T4","Less than tertiary","T","Total","Y45T59","45-59 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",81,,
